id,name,badges,categoryName,countReview,discountPercentage,imageUrl,labelGroups,originalPrice,price,ratingAverage,url,shop.shopId,shop.name,shop.url,shop.city,shop.isOfficial,shop.isPowerBadge
7182608977,Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,Official Store,Fashion Pria,2996,0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/23/52c527f9-aaab-4764-86bc-9b3620e33c21.jpg,"Cashback 32,8rb",,Rp298.800,5.0,https://www.tokopedia.com/sepatukanky/kanky-story-honjo-sepatu-sneakers-casual-sport-sekolah-pria-dewasa-beige-40?extParam=ivf%3Dfalse%26src%3Dsearch,12893606,Sepatu Kanky,https://www.tokopedia.com/sepatukanky,Kab. Bandung,True,True
4028222390,Larocking - Raptor Hitam | Sepatu Sneakers Running Gym Shoes Sport,Official Store,Olahraga,496,51,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/5/30/534d5913-cdfa-4270-9914-a9262de86b31.png,"Cashback 12,5rb",Rp199.000,Rp96.900,4.9,https://www.tokopedia.com/larocking/larocking-raptor-hitam-sepatu-sneakers-running-gym-shoes-sport-hitam-42?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,10289832,Larocking,https://www.tokopedia.com/larocking,Bekasi,True,True
2261533008,Leedoo Sepatu Pria Sneakers Casual Sepatu Olahraga Cowok Running MR126,Official Store,Olahraga,1076,67,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/13/52e48fe2-5d55-4539-b326-91cc2f6424cb.jpg,"Cashback 10,8rb",Rp299.000,Rp99.000,4.9,https://www.tokopedia.com/leedoo/leedoo-sepatu-pria-sneakers-casual-sepatu-olahraga-cowok-running-mr126-abu-abu-41-2d2c9?extParam=ivf%3Dfalse%26src%3Dsearch,5024370,Leedoo,https://www.tokopedia.com/leedoo,Tangerang,True,True
292352042,Sepatu olahraga persit pso legas,Power Merchant Pro Badge,Olahraga,19,0,https://images.tokopedia.net/img/cache/200-square/product-1/2018/5/22/3441918/3441918_52af264f-1831-4936-a5fb-b113f0561dcf_540_576.jpg,"Cashback 11,8rb",,Rp395.000,4.7,https://www.tokopedia.com/thathasurya/sepatu-olahraga-persit-pso-legas?extParam=ivf%3Dfalse%26src%3Dsearch,3441918,thatha surya olshp,https://www.tokopedia.com/thathasurya,Jakarta Selatan,False,True
8054046543,Sepatu Sneakers Running Wanita Cewek Olahraga Cewek Nike Max 720 37-40,Power Merchant Pro Badge,Olahraga,6,0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/18/e84d01c5-b641-4d2c-8e79-6b42ec0da3a8.jpg,"Cashback 11,2rb",,Rp375.200,4.8,https://www.tokopedia.com/sneakersscooby/sepatu-sneakers-running-wanita-cewek-olahraga-cewek-nike-max-720-37-40-no-2-37?extParam=ivf%3Dfalse%26src%3Dsearch,9818094,DewiSneakers_jkt,https://www.tokopedia.com/sneakersscooby,Jakarta Selatan,False,True
12232387153,910 NINETEN SEPATU LARI OLAHRAGA RUNNING TENUN ULTRA EKIDEN CMD JAWA,Power Merchant Pro Badge,Olahraga,0,15,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/29/4d323c63-e0bc-4fa0-bf53-5a0cde1ff2ba.jpg,"Cashback 4,6rb",Rp549.900,Rp467.000,,https://www.tokopedia.com/cross-sport/910-nineten-sepatu-lari-olahraga-running-tenun-ultra-ekiden-cmd-jawa?extParam=ivf%3Dfalse%26src%3Dsearch,325098,Cross Sport,https://www.tokopedia.com/cross-sport,Jakarta Pusat,False,True
6935315836,AONIJIE E4055 Sport Reflective Shoelace Tali Sepatu Running Original,Official Store,Olahraga,28,17,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/14/3ed9a2a0-1e22-4200-bd7c-e1a9000ce71f.png,90+ terjual,Rp30.000,Rp25.000,4.9,https://www.tokopedia.com/rbtofficialstore/aonijie-e4055-sport-reflective-shoelace-tali-sepatu-running-original-biru?extParam=ivf%3Dfalse%26src%3Dsearch,8124828,RBT Official Store,https://www.tokopedia.com/rbtofficialstore,Jakarta Barat,True,True
12392243783,Sepatu Unerd Sombra Hyper White Original Sepatu Olahraga Sport Running,Official Store,Olahraga,2,46,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/21/4929bbee-3a95-4939-9c6a-9f3f8e2e6f46.jpg,Cashback 30rb,Rp700.000,Rp379.900,5.0,https://www.tokopedia.com/stockicksproject/sepatu-unerd-sombra-hyper-white-original-sepatu-olahraga-sport-running-43-95084?extParam=ivf%3Dfalse%26src%3Dsearch,10043530,STOCKICKS PROJECT,https://www.tokopedia.com/stockicksproject,Surabaya,True,True
11421008593,MIISOO Sofia Shoes Sneakers Wanita Sepatu Canvas Sports Shoes Olahraga,Official Store,Olahraga,109,51,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/19/98903051-d26e-494f-9d4d-64e46dbd153e.jpg,"Cashback 1,4rb",Rp100.000,Rp49.000,4.9,https://www.tokopedia.com/miisooid/miisoo-sofia-shoes-sneakers-wanita-sepatu-canvas-sports-shoes-olahraga-nude-37-03176?extParam=ivf%3Dtrue%26src%3Dsearch,1353688,Miisoo Official Shop,https://www.tokopedia.com/miisooid,Kab. Tangerang,True,True
5825620856,MILLS Sepatu Olahraga Treximo Saga Black/Black 9100304,Official Store,Olahraga,59,0,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/1/24/b39ddf82-8c50-4b38-a226-d344b8712b16.jpg,Sisa 6,,Rp369.000,4.8,https://www.tokopedia.com/millsindonesia/mills-sepatu-olahraga-treximo-saga-black-black-9100304-40?extParam=ivf%3Dfalse%26src%3Dsearch,3875195,MILLS Official,https://www.tokopedia.com/millsindonesia,Tangerang,True,True
7700547430,910 NINETEN SEPATU RUNNING LARI OLAHRAGA GEIST EKIDEN HITAM HITAM ORI,Power Merchant Pro Badge,Olahraga,2,0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/27/d8cfe7b6-545d-4f9a-95ba-42f85b5a6c7a.jpg,"Cashback 4,7rb",,Rp479.900,5.0,https://www.tokopedia.com/cross-sport/910-nineten-sepatu-running-lari-olahraga-geist-ekiden-hitam-hitam-ori?extParam=ivf%3Dfalse%26src%3Dsearch,325098,Cross Sport,https://www.tokopedia.com/cross-sport,Jakarta Pusat,False,True
12392279153,Sepatu Unerd Sombra Dynamic Blue Sepatu Olahraga Sport Running Unerd,Official Store,Olahraga,6,46,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/21/06251bb0-c21b-44bd-89ca-9cdcf66d2d6f.jpg,Cashback 30rb,Rp700.000,Rp379.900,5.0,https://www.tokopedia.com/stockicksproject/sepatu-unerd-sombra-dynamic-blue-sepatu-olahraga-sport-running-unerd-44-31bbe?extParam=ivf%3Dfalse%26src%3Dsearch,10043530,STOCKICKS PROJECT,https://www.tokopedia.com/stockicksproject,Surabaya,True,True
2551325924,Sepatu pantai sepatu yoga sepatu olahraga sepatu gym fitness lari,Power Merchant Pro Badge,Olahraga,294,10,https://images.tokopedia.net/img/cache/200-square/product-1/2018/8/16/1266970/1266970_7e83e381-c53b-4847-9178-5385c770a97a_720_720.jpg,"Cashback 11,8rb",Rp110.000,Rp99.000,4.8,https://www.tokopedia.com/pasarpsenen/sepatu-pantai-sepatu-yoga-sepatu-olahraga-sepatu-gym-fitness-lari-merah-muda-39?extParam=ivf%3Dfalse%26src%3Dsearch,1266970,pasarsenen,https://www.tokopedia.com/pasarpsenen,Jakarta Barat,False,True
3670044089,Aerostreet 37-44 Osaka Krem Merah Navy - Sepatu Sneakers Sport,Official Store,Fashion Pria,1688,71,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/9/05d1a0e8-5041-4535-953e-5b60a51af8f7.jpg,3rb+ terjual,Rp339.800,Rp99.900,4.9,https://www.tokopedia.com/aerostreet/aerostreet-37-44-osaka-krem-merah-navy-sepatu-sneakers-sport-37?extParam=cmp%3D1%26ivf%3Dtrue%26src%3Dsearch,6673471,Aerostreet,https://www.tokopedia.com/aerostreet,Kab. Klaten,True,True
